datawarehouse,table_catalog,table_schema,table_name,column_name
Flipside,ethereum,maker,fact_vat_slip,origin_from_address
Flipside,ethereum,maker,fact_vat_suck,block_timestamp
Flipside,ethereum,maker,fact_vat_suck,rad
Flipside,ethereum,maker,fact_vat_suck,u_address
Flipside,ethereum,maker,fact_vat_suck,block_number
Flipside,ethereum,maker,fact_vat_suck,contract_address
Flipside,ethereum,maker,fact_vat_suck,tx_hash
Flipside,ethereum,maker,fact_vat_suck,v_address
Flipside,ethereum,maker,fact_vat_suck,origin_to_address
Flipside,ethereum,maker,fact_vat_suck,origin_from_address
Flipside,ethereum,maker,fact_vat_suck,event_index
Flipside,ethereum,silver,contracts,symbol
Flipside,ethereum,silver,contracts,_inserted_timestamp
Flipside,ethereum,silver,contracts,contract_metadata
Flipside,ethereum,silver,contracts,address
Flipside,ethereum,silver,contracts,name
Flipside,ethereum,silver,contracts,decimals
Flipside,ethereum,uniswapv3,ez_lp_actions,pool_name
Flipside,ethereum,uniswapv3,ez_lp_actions,price_lower_1_0_usd
Flipside,ethereum,uniswapv3,ez_lp_actions,block_number
Flipside,ethereum,uniswapv3,ez_lp_actions,liquidity_provider
Flipside,ethereum,uniswapv3,ez_lp_actions,token1_symbol
Flipside,ethereum,uniswapv3,ez_lp_actions,nf_position_manager_address
Flipside,ethereum,uniswapv3,ez_lp_actions,price_upper_1_0_usd
Flipside,ethereum,uniswapv3,ez_lp_actions,amount1_usd
Flipside,ethereum,uniswapv3,ez_lp_actions,token1_price
Flipside,ethereum,uniswapv3,ez_lp_actions,token0_symbol
Flipside,ethereum,uniswapv3,ez_lp_actions,price_upper_1_0
Flipside,ethereum,uniswapv3,ez_lp_actions,token1_address
Flipside,ethereum,uniswapv3,ez_lp_actions,price_lower_0_1
Flipside,ethereum,uniswapv3,ez_lp_actions,action
Flipside,ethereum,uniswapv3,ez_lp_actions,token0_price
Flipside,ethereum,uniswapv3,ez_lp_actions,pool_address
Flipside,ethereum,uniswapv3,ez_lp_actions,price_upper_0_1
Flipside,ethereum,uniswapv3,ez_lp_actions,blockchain
Flipside,ethereum,uniswapv3,ez_lp_actions,liquidity
Flipside,ethereum,uniswapv3,ez_lp_actions,token0_address
Flipside,ethereum,uniswapv3,ez_lp_actions,price_upper_0_1_usd
Flipside,ethereum,uniswapv3,ez_lp_actions,price_lower_0_1_usd
Flipside,ethereum,uniswapv3,ez_lp_actions,tx_hash
Flipside,ethereum,uniswapv3,ez_lp_actions,amount0_adjusted
Flipside,ethereum,uniswapv3,ez_lp_actions,tick_lower
Flipside,ethereum,uniswapv3,ez_lp_actions,liquidity_adjusted
Flipside,ethereum,uniswapv3,ez_lp_actions,amount1_adjusted
Flipside,ethereum,uniswapv3,ez_lp_actions,nf_token_id
Flipside,ethereum,uniswapv3,ez_lp_actions,block_timestamp
Flipside,ethereum,uniswapv3,ez_lp_actions,tick_upper
Flipside,ethereum,uniswapv3,ez_lp_actions,price_lower_1_0
Flipside,ethereum,uniswapv3,ez_lp_actions,amount0_usd
Flipside,ethereum,uniswapv3,ez_pool_stats,block_timestamp
Flipside,ethereum,uniswapv3,ez_pool_stats,unlocked
Flipside,ethereum,uniswapv3,ez_pool_stats,virtual_liquidity_adjusted
Flipside,ethereum,uniswapv3,ez_pool_stats,token1_balance_adjusted
Flipside,ethereum,uniswapv3,ez_pool_stats,virtual_reserves_token0_usd
Flipside,ethereum,uniswapv3,ez_pool_stats,protocol_fees_token1_adjusted
Flipside,ethereum,uniswapv3,ez_pool_stats,token1_balance
Flipside,ethereum,uniswapv3,ez_pool_stats,fee_growth_global1_x128
Flipside,ethereum,uniswapv3,ez_pool_stats,tick
Flipside,ethereum,uniswapv3,ez_pool_stats,virtual_reserves_token1_adjusted
Flipside,ethereum,uniswapv3,ez_pool_stats,price_0_1
Flipside,ethereum,uniswapv3,ez_pool_stats,fee_growth_global0_x128
Flipside,ethereum,uniswapv3,ez_pool_stats,token1_address
Flipside,ethereum,uniswapv3,ez_pool_stats,token0_symbol
Flipside,ethereum,uniswapv3,ez_pool_stats,virtual_reserves_token0_adjusted
Flipside,ethereum,uniswapv3,ez_pool_stats,block_number
Flipside,ethereum,uniswapv3,ez_pool_stats,token0_balance
Flipside,ethereum,uniswapv3,ez_pool_stats,blockchain
Flipside,ethereum,uniswapv3,ez_pool_stats,token0_balance_adjusted
Flipside,ethereum,uniswapv3,ez_pool_stats,protocol_fees_token0_adjusted
Flipside,ethereum,uniswapv3,ez_pool_stats,pool_address
Flipside,ethereum,uniswapv3,ez_pool_stats,price_1_0
Flipside,ethereum,uniswapv3,ez_pool_stats,token0_address
Flipside,ethereum,uniswapv3,ez_pool_stats,token1_symbol
Flipside,ethereum,uniswapv3,ez_pool_stats,token0_balance_usd
Flipside,ethereum,uniswapv3,ez_pool_stats,token1_balance_usd
Flipside,ethereum,uniswapv3,ez_pool_stats,virtual_reserves_token1_usd
Flipside,ethereum,uniswapv3,ez_pool_stats,pool_name
Flipside,ethereum,uniswapv3,ez_pools,factory_address
Flipside,ethereum,uniswapv3,ez_pools,token1_address
Flipside,ethereum,uniswapv3,ez_pools,tick_spacing
Flipside,ethereum,uniswapv3,ez_pools,tx_hash
Flipside,ethereum,uniswapv3,ez_pools,token1_name
Flipside,ethereum,uniswapv3,ez_pools,token1_symbol
Flipside,ethereum,uniswapv3,ez_pools,blockchain
Flipside,ethereum,uniswapv3,ez_pools,token0_address
Flipside,ethereum,uniswapv3,ez_pools,block_timestamp
Flipside,ethereum,uniswapv3,ez_pools,init_price_1_0
Flipside,ethereum,uniswapv3,ez_pools,token1_decimals
Flipside,ethereum,uniswapv3,ez_pools,block_number
Flipside,ethereum,uniswapv3,ez_pools,token0_symbol
Flipside,ethereum,uniswapv3,ez_pools,init_price_1_0_usd
Flipside,ethereum,uniswapv3,ez_pools,init_tick
Flipside,ethereum,uniswapv3,ez_pools,token0_decimals
Flipside,ethereum,uniswapv3,ez_pools,fee
Flipside,ethereum,uniswapv3,ez_pools,pool_address
Flipside,ethereum,uniswapv3,ez_pools,fee_percent
Flipside,ethereum,uniswapv3,ez_pools,pool_name
Flipside,ethereum,uniswapv3,ez_pools,token0_name
Flipside,ethereum,uniswapv3,ez_position_collected_fees,pool_name
Flipside,ethereum,uniswapv3,ez_position_collected_fees,nf_token_id
Flipside,ethereum,uniswapv3,ez_position_collected_fees,price_lower_usd
Flipside,ethereum,uniswapv3,ez_position_collected_fees,amount1_usd
Flipside,ethereum,uniswapv3,ez_position_collected_fees,amount1_adjusted
Flipside,ethereum,uniswapv3,ez_position_collected_fees,event_index
Flipside,ethereum,uniswapv3,ez_position_collected_fees,blockchain
Flipside,ethereum,uniswapv3,ez_position_collected_fees,pool_address
Flipside,ethereum,uniswapv3,ez_position_collected_fees,token1_symbol
Flipside,ethereum,uniswapv3,ez_position_collected_fees,price_upper_usd
Flipside,ethereum,uniswapv3,ez_position_collected_fees,tx_hash
Flipside,ethereum,uniswapv3,ez_position_collected_fees,liquidity_provider
Flipside,ethereum,uniswapv3,ez_position_collected_fees,nf_position_manager_address
Flipside,ethereum,uniswapv3,ez_position_collected_fees,amount0_usd
Flipside,ethereum,uniswapv3,ez_position_collected_fees,block_timestamp
Flipside,ethereum,uniswapv3,ez_position_collected_fees,price_upper
Flipside,ethereum,uniswapv3,ez_position_collected_fees,token0_symbol
Flipside,ethereum,uniswapv3,ez_position_collected_fees,price_lower
Flipside,ethereum,uniswapv3,ez_position_collected_fees,amount0_adjusted
Flipside,ethereum,uniswapv3,ez_position_collected_fees,tick_upper
Flipside,ethereum,uniswapv3,ez_position_collected_fees,block_number
Flipside,ethereum,uniswapv3,ez_position_collected_fees,tick_lower
Flipside,ethereum,uniswapv3,ez_positions,token1_address
Flipside,ethereum,uniswapv3,ez_positions,price_lower_1_0
Flipside,ethereum,uniswapv3,ez_positions,tick_upper
Flipside,ethereum,uniswapv3,ez_positions,block_number
Flipside,ethereum,uniswapv3,ez_positions,token0_address
Flipside,ethereum,uniswapv3,ez_positions,fee_growth_inside1_last_x128
Flipside,ethereum,uniswapv3,ez_positions,price_lower_0_1_usd
Flipside,ethereum,uniswapv3,ez_positions,price_lower_0_1
Flipside,ethereum,uniswapv3,ez_positions,price_lower_1_0_usd
Flipside,ethereum,uniswapv3,ez_positions,nf_position_manager_address
Flipside,ethereum,uniswapv3,ez_positions,token1_symbol
Flipside,ethereum,uniswapv3,ez_positions,is_active
Flipside,ethereum,uniswapv3,ez_positions,nf_token_id
Flipside,ethereum,uniswapv3,ez_positions,tokens_owed0_usd
Flipside,ethereum,uniswapv3,ez_positions,tokens_owed1_usd
Flipside,ethereum,uniswapv3,ez_positions,tx_hash
Flipside,ethereum,uniswapv3,ez_positions,token0_symbol
Flipside,ethereum,uniswapv3,ez_positions,block_timestamp
Flipside,ethereum,uniswapv3,ez_positions,price_upper_0_1
Flipside,ethereum,uniswapv3,ez_positions,blockchain
Flipside,ethereum,uniswapv3,ez_positions,liquidity_adjusted
Flipside,ethereum,uniswapv3,ez_positions,fee_percent
Flipside,ethereum,uniswapv3,ez_positions,price_upper_1_0
Flipside,ethereum,uniswapv3,ez_positions,liquidity_provider
Flipside,ethereum,uniswapv3,ez_positions,tick_lower
Flipside,ethereum,uniswapv3,ez_positions,pool_address
Flipside,ethereum,uniswapv3,ez_positions,price_upper_1_0_usd
Flipside,ethereum,uniswapv3,ez_positions,fee_growth_inside0_last_x128
Flipside,ethereum,uniswapv3,ez_positions,tokens_owed0_adjusted
Flipside,ethereum,uniswapv3,ez_positions,tokens_owed1_adjusted
Flipside,ethereum,uniswapv3,ez_positions,pool_name
Flipside,ethereum,uniswapv3,ez_positions,price_upper_0_1_usd
Flipside,ethereum,uniswapv3,ez_swaps,liquidity_adjusted
Flipside,ethereum,uniswapv3,ez_swaps,blockchain
Flipside,ethereum,uniswapv3,ez_swaps,token0_address
Flipside,ethereum,uniswapv3,ez_swaps,token0_symbol
Flipside,ethereum,uniswapv3,ez_swaps,token1_symbol
Flipside,ethereum,uniswapv3,ez_swaps,price_1_0
Flipside,ethereum,uniswapv3,ez_swaps,amount0_usd
Flipside,ethereum,uniswapv3,ez_swaps,pool_address
Flipside,ethereum,uniswapv3,ez_swaps,price_0_1
Flipside,ethereum,uniswapv3,ez_swaps,token1_address
Flipside,ethereum,uniswapv3,ez_swaps,liquidity
Flipside,ethereum,uniswapv3,ez_swaps,tick
Flipside,ethereum,uniswapv3,ez_swaps,event_index
Flipside,ethereum,uniswapv3,ez_swaps,amount1_usd
Flipside,ethereum,uniswapv3,ez_swaps,tx_hash
Flipside,ethereum,uniswapv3,ez_swaps,token1_price
Flipside,ethereum,uniswapv3,ez_swaps,sender
Flipside,ethereum,uniswapv3,ez_swaps,amount1_adjusted
Flipside,ethereum,uniswapv3,ez_swaps,recipient
Flipside,ethereum,uniswapv3,ez_swaps,block_timestamp
Flipside,ethereum,uniswapv3,ez_swaps,token0_price
Flipside,ethereum,uniswapv3,ez_swaps,pool_name
Flipside,ethereum,uniswapv3,ez_swaps,block_number
Flipside,ethereum,uniswapv3,ez_swaps,amount0_adjusted
Chainbase,,ethereum,blocks,number
Chainbase,,ethereum,blocks,hash
Chainbase,,ethereum,blocks,parent_hash
Chainbase,,ethereum,blocks,timestamp
Chainbase,,ethereum,blocks,difficulty
Chainbase,,ethereum,blocks,extra_data
Chainbase,,ethereum,blocks,gas_limit
Chainbase,,ethereum,blocks,gas_used
Chainbase,,ethereum,blocks,base_fee_per_gas
Chainbase,,ethereum,blocks,miner
Chainbase,,ethereum,blocks,mix_hash
Chainbase,,ethereum,blocks,nonce
Chainbase,,ethereum,blocks,receipts_root
Chainbase,,ethereum,blocks,sha3_uncles
Chainbase,,ethereum,blocks,size
Chainbase,,ethereum,blocks,state_root
Chainbase,,ethereum,blocks,transactions_root
Chainbase,,ethereum,blocks,transactions_count
Chainbase,,ethereum,blocks,uncles_count
Chainbase,,ethereum,contracts,block_timestamp
Chainbase,,ethereum,contracts,block_number
Chainbase,,ethereum,contracts,transaction_hash
Chainbase,,ethereum,contracts,transaction_index
Chainbase,,ethereum,contracts,from_address
Chainbase,,ethereum,contracts,contract_address
Chainbase,,ethereum,contracts,bytecode
Chainbase,,ethereum,contracts,function_sigs
Chainbase,,ethereum,ens_events,block_timestamp
Chainbase,,ethereum,ens_events,block_number
Chainbase,,ethereum,ens_events,transaction_hash
Chainbase,,ethereum,ens_events,transaction_index
Chainbase,,ethereum,ens_events,from_address
Chainbase,,ethereum,ens_events,name_hash
Chainbase,,ethereum,ens_events,event_type
Chainbase,,ethereum,ens_events,type_key
Chainbase,,ethereum,ens_events,type_value
Chainbase,,ethereum,ens_registers,block_timestamp
Chainbase,,ethereum,ens_registers,block_number
Chainbase,,ethereum,ens_registers,transaction_hash
Chainbase,,ethereum,ens_registers,transaction_index
Chainbase,,ethereum,ens_registers,name
Chainbase,,ethereum,ens_registers,name_hash
Chainbase,,ethereum,ens_registers,label_hash
Chainbase,,ethereum,ens_registers,owner
Chainbase,,ethereum,ens_registers,expiration_time
Chainbase,,ethereum,ens_registers,resolver
Chainbase,,ethereum,ens_registers,address
Chainbase,,ethereum,erc1155_approval_for_all,contract_address
Chainbase,,ethereum,erc1155_approval_for_all,block_number
Chainbase,,ethereum,erc1155_approval_for_all,block_timestamp
Chainbase,,ethereum,erc1155_approval_for_all,transaction_index
Chainbase,,ethereum,erc1155_approval_for_all,transaction_hash
Chainbase,,ethereum,erc1155_approval_for_all,_approved
Chainbase,,ethereum,erc1155_approval_for_all,_owner
Chainbase,,ethereum,erc1155_approval_for_all,_operator
Chainbase,,ethereum,erc1155_transfer_batch,contract_address
Chainbase,,ethereum,erc1155_transfer_batch,block_number
Chainbase,,ethereum,erc1155_transfer_batch,block_timestamp
Chainbase,,ethereum,erc1155_transfer_batch,transaction_index
Chainbase,,ethereum,erc1155_transfer_batch,transaction_hash
Chainbase,,ethereum,erc1155_transfer_batch,_values
Chainbase,,ethereum,erc1155_transfer_batch,_ids
Chainbase,,ethereum,erc1155_transfer_batch,_operator
Chainbase,,ethereum,erc1155_transfer_batch,_from
Chainbase,,ethereum,erc1155_transfer_batch,_to
Chainbase,,ethereum,erc1155_transfer_single,contract_address
Chainbase,,ethereum,erc1155_transfer_single,block_number
Chainbase,,ethereum,erc1155_transfer_single,block_timestamp
Chainbase,,ethereum,erc1155_transfer_single,transaction_index
Chainbase,,ethereum,erc1155_transfer_single,transaction_hash
Chainbase,,ethereum,erc1155_transfer_single,_value
Chainbase,,ethereum,erc1155_transfer_single,_id
Chainbase,,ethereum,erc1155_transfer_single,_operator
Chainbase,,ethereum,erc1155_transfer_single,_from
Chainbase,,ethereum,erc1155_transfer_single,_to
Chainbase,,ethereum,erc1155_uri,contract_address
Chainbase,,ethereum,erc1155_uri,block_number
Chainbase,,ethereum,erc1155_uri,block_timestamp
Chainbase,,ethereum,erc1155_uri,transaction_index
Chainbase,,ethereum,erc1155_uri,transaction_hash
Chainbase,,ethereum,erc1155_uri,_id
Chainbase,,ethereum,erc1155_uri,_value
Chainbase,,ethereum,erc20_approval,contract_address
Chainbase,,ethereum,erc20_approval,block_number
Chainbase,,ethereum,erc20_approval,block_timestamp
Chainbase,,ethereum,erc20_approval,transaction_index
Chainbase,,ethereum,erc20_approval,transaction_hash
Chainbase,,ethereum,erc20_approval,_value
Chainbase,,ethereum,erc20_approval,_owner
Chainbase,,ethereum,erc20_approval,_spender
Chainbase,,ethereum,erc20_transfer,contract_address
Chainbase,,ethereum,erc20_transfer,block_number
Chainbase,,ethereum,erc20_transfer,block_timestamp
Chainbase,,ethereum,erc20_transfer,transaction_index
Chainbase,,ethereum,erc20_transfer,transaction_hash
Chainbase,,ethereum,erc20_transfer,_value
Chainbase,,ethereum,erc20_transfer,_from
Chainbase,,ethereum,erc20_transfer,_to
Chainbase,,ethereum,erc721_approval,contract_address
Chainbase,,ethereum,erc721_approval,block_number
Chainbase,,ethereum,erc721_approval,block_timestamp
Chainbase,,ethereum,erc721_approval,transaction_index
Chainbase,,ethereum,erc721_approval,transaction_hash
Chainbase,,ethereum,erc721_approval,_tokenid
Chainbase,,ethereum,erc721_approval,_owner
Chainbase,,ethereum,erc721_approval,_approved
Chainbase,,ethereum,erc721_approval_for_all,contract_address
Chainbase,,ethereum,erc721_approval_for_all,block_number
Chainbase,,ethereum,erc721_approval_for_all,block_timestamp
Chainbase,,ethereum,erc721_approval_for_all,transaction_index
Chainbase,,ethereum,erc721_approval_for_all,transaction_hash
Chainbase,,ethereum,erc721_approval_for_all,_approved
Chainbase,,ethereum,erc721_approval_for_all,_owner
Chainbase,,ethereum,erc721_approval_for_all,_operator
Chainbase,,ethereum,erc721_transfer,contract_address
Chainbase,,ethereum,erc721_transfer,block_number
Chainbase,,ethereum,erc721_transfer,block_timestamp
Chainbase,,ethereum,erc721_transfer,transaction_index
Chainbase,,ethereum,erc721_transfer,transaction_hash
Chainbase,,ethereum,erc721_transfer,_value
Chainbase,,ethereum,erc721_transfer,_from
Chainbase,,ethereum,erc721_transfer,_to
Chainbase,,ethereum,token_metas,block_timestamp
Chainbase,,ethereum,token_metas,block_number
Chainbase,,ethereum,token_metas,transaction_hash
Chainbase,,ethereum,token_metas,transaction_index
Chainbase,,ethereum,token_metas,from_address
Chainbase,,ethereum,token_metas,contract_address
Chainbase,,ethereum,token_metas,symbol
Chainbase,,ethereum,token_metas,name
Chainbase,,ethereum,token_metas,decimals
Chainbase,,ethereum,token_metas,is_erc20
Chainbase,,ethereum,token_metas,is_erc721
Chainbase,,ethereum,token_metas,is_erc1155
Chainbase,,ethereum,token_metas,is_proxy
Chainbase,,ethereum,token_metas,extra_info
Chainbase,,ethereum,token_transfers,block_timestamp
Chainbase,,ethereum,token_transfers,block_number
Chainbase,,ethereum,token_transfers,transaction_hash
Chainbase,,ethereum,token_transfers,transaction_index
Chainbase,,ethereum,token_transfers,contract_address
Chainbase,,ethereum,token_transfers,from_address
Chainbase,,ethereum,token_transfers,to_address
Chainbase,,ethereum,token_transfers,token_id
Chainbase,,ethereum,token_transfers,value
Chainbase,,ethereum,token_transfers,operator_address
Chainbase,,ethereum,token_transfers,log_index
Chainbase,,ethereum,trace_calls,block_number
Chainbase,,ethereum,trace_calls,block_timestamp
Chainbase,,ethereum,trace_calls,transaction_hash
Chainbase,,ethereum,trace_calls,transaction_index
Chainbase,,ethereum,trace_calls,call_type
Chainbase,,ethereum,trace_calls,from_address
Chainbase,,ethereum,trace_calls,to_address
Chainbase,,ethereum,trace_calls,value
Chainbase,,ethereum,trace_calls,input
Chainbase,,ethereum,trace_calls,output
Chainbase,,ethereum,trace_calls,gas
Chainbase,,ethereum,trace_calls,gas_used
Chainbase,,ethereum,trace_calls,error
Chainbase,,ethereum,trace_calls,method_id
Chainbase,,ethereum,trace_calls,sub_traces
Chainbase,,ethereum,trace_calls,trace_address
Chainbase,,ethereum,trace_calls,trace_index
Chainbase,,ethereum,transaction_logs,block_number
Chainbase,,ethereum,transaction_logs,block_timestamp
Chainbase,,ethereum,transaction_logs,transaction_hash
Chainbase,,ethereum,transaction_logs,transaction_index
Chainbase,,ethereum,transaction_logs,log_index
Chainbase,,ethereum,transaction_logs,address
Chainbase,,ethereum,transaction_logs,data
Chainbase,,ethereum,transaction_logs,topics_count
Chainbase,,ethereum,transaction_logs,topic0
Chainbase,,ethereum,transaction_logs,topic1
Chainbase,,ethereum,transaction_logs,topic2
Chainbase,,ethereum,transaction_logs,topic3
Chainbase,,ethereum,transactions,type
Chainbase,,ethereum,transactions,status
Chainbase,,ethereum,transactions,block_hash
Chainbase,,ethereum,transactions,block_number
Chainbase,,ethereum,transactions,block_timestamp
Chainbase,,ethereum,transactions,transaction_hash
Chainbase,,ethereum,transactions,transaction_index
Chainbase,,ethereum,transactions,from_address
Chainbase,,ethereum,transactions,to_address
Chainbase,,ethereum,transactions,value
Chainbase,,ethereum,transactions,input
Chainbase,,ethereum,transactions,nonce
Chainbase,,ethereum,transactions,contract_address
Chainbase,,ethereum,transactions,gas
Chainbase,,ethereum,transactions,gas_price
Chainbase,,ethereum,transactions,gas_used
Chainbase,,ethereum,transactions,effective_gas_price
Chainbase,,ethereum,transactions,cumulative_gas_used
Chainbase,,ethereum,transactions,max_fee_per_gas
Chainbase,,ethereum,transactions,max_priority_fee_per_gas
Chainbase,,ethereum,transactions,r
Chainbase,,ethereum,transactions,s
Chainbase,,ethereum,transactions,v
Chainbase,,ethereum,transactions,logs_count
Chainbase,,ethereum,withdrawals,block_number
Chainbase,,ethereum,withdrawals,block_time
Chainbase,,ethereum,withdrawals,block_hash
Chainbase,,ethereum,withdrawals,index
Chainbase,,ethereum,withdrawals,validator_index
Chainbase,,ethereum,withdrawals,address
Chainbase,,ethereum,withdrawals,amount
